,Text,Class Name
109," (1016/2EF221)SOURCE to Mactinosh PGP 2.2 in C available  Organization: capriccioso X-Newsreader: TIN [version 1.1 PL6] Lines: 84  *** SOURCE code to Macintosh PGP 2.2 now available via anonymous FTP ***  FTP netcom.com CD pub/grady MGET MacPGP2.2src.sea.hqx MGET MacPGP2.2srcSIGNATURE  Convert to a Compact Pro self-extracting archive with BinHex 4.0.  If appropriate, check the digital signature of the .hqx file with your copy of PGP.  (Non-Macintosh users wishing to check the digital signature please note that 'CR' denotes the end-of-line on a Macintosh, not 'LF' or 'CRLF'.)  For the purposes of the ITAR act, this 'unclassified technical documentation' is hereby released into the public domain.  (However no representation is made as to copyright or other commercial rights that may exist in this package.)  Full source code, Symantec THINK C 5.0.4 projects and full user documentation is included for both 68020 and 68000 versions of Pretty Good Privacy, a strong public key encryption and digital signature application using the RSA algorithm patented in the United States and the IDEA cipher patented in Switzerland.  No executables are included.  Executables are available via anonymous FTP from:  leif.thep.lu.se (Sweden) night.nig.ac.jp (Japan) van-bc.wimsey.bc.ca (Canada) soda.berkeley.edu (P.R. of Berkeley) src.doc.ic.ac.uk (United Kingdom) ghost.dsi.unimi.it (Italy) plaza.aarnet.edu.au (Australia) nic.funet.fi (Finland)   Other's public keys are available from anonymous server sites: (Send message subject ""help"" for more information.)  Internet sites:                          Michael Graff                                  FTP: tbird.cc.iastate.edu:/usr/explorer/public-keys.pgp                          Derek Atkins                                  FTP: toxicwaste.mit.edu:/pub/keys/public-keys.pgp                          John Perry                                  FTP: phil.utmb.edu:/pub/pgp/public-keys.pgp                          Mark Turner                                  FTP: ftp.demon.co.uk:/pub/pgp/pubring.pgp  UUCP site:                          John Perry                   The executable application built from these sources has NOT been licensed by RSA Data Security, Inc. nor has the RSA public key algorithm or the IDEA block cipher algorithm been approved by the National Security Agency.  This unclassified technical documentation is made available for EDUCATIONAL USE ONLY; possession, distribution, or use of an executable binary built from this source may be a civil or criminal offense.  Suggested improvements, bugs, or comments should be directly posted to alt.security.pgp or to the principal developers listed among the source documents.  General questions and comments about public key cryptography or the IDEA cipher may be posted to alt.security.pgp or to the sci.crypt Usenet groups.  --    2EF221 / 15 E2 AD D3 D1 C6 F3 FC  58 AC F7 3D 4F 01 1E 2F  ",sci.crypt
110," (David Sternlight)Re: Screw the people, crypto is for hard-core hackers & spooks only Organization: DSI/USCRPAC Lines: 39  In article <>  (Derek Atkins) writes:   > >The point here is not the specific instance of the Wiretap Chip. >Rather, it is like having the government telling you that they want a >copy of your house key, safe-deposit box keys, etc., and telling you >that ""they wont use them unless its totally neccessary.""  I sure >wouldn't want that.  Why should encryption be any different?  Actually the govrnment is telling you that if you want to use their ""product"" the manufacturer (actually better yet, some ""trusted"" pair of escrow agencies) has to have the key.  Most of us already are in this situation--our car makers have keys to our cars (or can get them quickly from the VIN  number), and I have no doubt that if presented with a court order, they'd surrender copies to the government.  Chances are that many locksmiths have the code numbers for house locks they've installed, and in an emergency can cut keys; thus they'd also provide such keys to the government pursuant to a court order.  The state has no difficulty gaining access to your safe deposit box if they have a court order.  Bad analogy.  This is not to argue for or against the proposal, but rather better distinctions are required in thinking about it than ""house key, safe-deposit keys, etc."".  David --  David Sternlight         Great care has been taken to ensure the accuracy of                          our information, errors and omissions excepted.     ",sci.crypt
111," (Paul Olson)Re: White House Public Encryption Management Fact Sheet News-Software: VAX/VMS VNEWS 1.41     Organization: Mission Operations and Data Systems Distribution: na Lines: 44  In article <1qnav4$>,  (Carl Ellison) writes... >In article <>  (Clipper Chip Announcement) writes: >  >>Further, the Attorney General >>shall utilize funds from the Department of Justice Asset Forfeiture >>Super Surplus Fund to effect this purchase. >  >Talk about adding insult to injury ...  >  >I, for one, believe that the use of civil forfeiture should be abolished by >a decent administration, not continued.  Instead, it looks like that >ill-gotten gain will be used to help pay for wiretap equipment.  I wholeheartedly agree.  Knowing that WE have let our law enforcement agencies seize our property against the Fifth Amendment of OUR Constitution tells me that we are absolving ourselves of our responsibility for SELF-GOVERNANCE.  WE have to take our government back from the self-serving politicians who create laws and rules only to better their positions within the government.  WE have allowed them to take too much power from the people of this nation.  That situation has to be changed.  Allowing the law enforcement agencies to use the seized property to pay-off drug informants who lie and continue to deal in drugs is tantamount to making a pact with the Devil himself.  It's a vicious cycle.  The law enforcement agencies are motivated to seize property to fund their own activities.  And having no easy way for the citizen to regain the property intact once taken gives even more incentive for the agencies to take property.  It's also interesting to note that two months ago Rush Limbaugh said that Clinton would have the ""plumbers"" out in force shortly.  Clinton and his henchmen firmly believe in strong ubiquitous government control.  Anytime a leader believes in that, the leader will use every means possible to retain that control and take more.  WE have to take OUR government back.  Otherwise we will end up living in the equivalent of a high-tech third world dictatorship.  We have to take responsibility for ourselves, our personal welfare, and our actions.         __  Paul J. Olson - VAX Systems Manager & Resident Amiga Addict   C=  ///  Voice -    301/286-4246, 301/210-7701  __  ///   DECnet-    CHARON::PAUL                                      \\\///    Internet -                           \XX/     Disclaimer: Statements in my messages are wholely my own.      AMIGA    ""Ignorance is a renewable resource."" -- P.J. O'Rourke ",sci.crypt
112," (Peter Trei)Re: Fifth Amendment and Passwords Nntp-Posting-Host: bistromath.mitre.org Organization: The MITRE Corporation Lines: 67  In article <>  (Carl M Kadie) writes: > (Andrew S Hall) writes: > >>I am postive someone will correct me if I am wrong, but doesn't the Fifth >>also cover not being forced to do actions that are self-incriminating? >[From Mike Godwin <>, posted with permission - Carl]  >No, but they could compell you to produce the key to a safe where, as it >happens, evidence that will convict you is stored.  > >The crypto-key disclosure issue hasn't come up yet, but current law >suggests that it's a loser for the defendant--he'll be compelled to turn >over the key. > >The test for compelled self-incrimination is whether the material to  >be disclosed *in itself* tends to inculpate the discloser. In the example >I gave above, the safe key itself has no testimonial value--ergo, it can >be disclosed under compulsion (e.g., subpoena duces tecum).  >Moreover, the government can always immunize the disclosure of a crypto >key--compelling you to disclose the key at the price of not using the fact >of your disclosure as evidence in the case against you. Of course, they >can use whatever they discover as a result of this disclosure against >you. >--Mike      Lets carry this one step further. Suppose the text of the key is in itself conclusive evidence of the SAME CRIME for which the encrypted material is further evidence. I find myself envisaging a scenario like this:  You have made some scans of Peanuts strips. You encrypt them. The key is a phrase.  The Comic Police haul you in. They seize your system. They find the encrypted file.  CP:    ""Whats that file?""  You:   ""I take the fifth.""  CP:    ""What's the keyphrase to that file?""   You:   ""I take the fifth.""  Judge: ""You have to reveal the keyphrase"" [I disagree, but I'm not a judge.]  You:   ""Your Honor, revealing the keyphrase, in it's own right, would  	tend to incriminate me of breaking laws, independent of what  	may or may not be in the encrypted file.""    Judge: ""I grant you immunity from whatever may be learned from the key 	itself""  You:    ""The keyphrase is: ""I confess to deliberately evading copyright;  	the file encoded with this keyphrase contains illegal scans of          copyrighted Peanuts strips.""""  Judge and CP: ""Oh.""       How will they get you now? I'm not saying that they won't, or can't (or even that they shouldn't :-), but what legal mechanism will they use? Should we be crossposting this to misc.legal?  							Peter Trei 							  ",sci.crypt
113," (Marc VanHeyningen)RIPEM Frequently Noted Vulnerabilities Article-I.D.: usenet.C4qoH8.CHE Expires: Thu, 20 May 1993 00:00:00 GMT Organization: Computer Science, Indiana University Lines: 163 Content-Type: text/x-usenet-FAQ; version=1.0; title=""RIPEM Attacks"" Originator:  Supersedes: <> Nntp-Posting-Host: silver.ucs.indiana.edu Mime-Version: 1.0  Archive-name: ripem/attacks Last-update: 31 Mar 93 21:00:00 -0500  SOME POSSIBLE ATTACKS ON RIPEM ------------------------------  This is a living list of potential weaknesses to keep your eyes open for when using RIPEM for secure electronic mail.  It does not go into great detail, and is almost certainly not exhaustive.  Obviously, many of the weaknesses are weaknesses of cryptographically secured mail in general, and will pertain to secure mail programs other than RIPEM. It is maintained by Marc VanHeyningen <>.  It is posted monthly to a variety of news groups; followups pertaining specifically to RIPEM should go to alt.security.ripem.  CRYPTANALYSIS ATTACKS ---------------------  - Breaking RSA would allow an attacker to find out your private key,   in which case he could read any mail encrypted to you and sign   messages with your private key.    RSA is generally believed to be resistant to all standard   cryptanalytic techniques.  Even a standard key (about 516 bits with   RIPEM) is long enough to render this impractical, barring a   huge investment in hardware or a breakthrough in factoring.  - Breaking DES would allow an attacker to read any given message,   since the message itself is encrypted with DES.  It would not allow   an attacker to claim to be you.    DES has only 56 bits in its key, and thus could conceivably be   compromised by brute force with sufficient hardware, but few agencies   have such money to devote to simply read one message.  Since each   message has a different DES key, the work for each message would   remain high.  KEY MANAGEMENT ATTACKS ----------------------  - Stealing your private key would allow the same benefits as breaking   RSA.  To safeguard it, it is encrypted with a DES key which is derived   from a passphrase you type in.  However, if an attacker can get a copy   of your private keyfile and your passphrase (by snooping network   packets, tapping lines, or whatever) he could break the whole scheme.    The main risk is that of transferring either the passphrase or the   private key file across an untrusted link.  So don't do that.  Run    RIPEM on a trusted machine, preferably one sitting right in front of   you.  Ideally, your own machine in your own home (or maybe office)   which nobody else has physical access to.  - Fooling you into accepting a bogus public key for someone else could    allow an opponent to deceive you into sending secret messages to him   rather than to the real recipient.  If the enemy can fool your   intended recipient as well, he could re-encrypt the messages with   the other bogus public key and pass them along.    It is important to get the proper public keys of other people.   The most common mechanism for this is finger; assuming the opponent   has not compromised routers or daemons or such, finger can be    given a fair amount of trust.  The strongest method of key   authentication is to exchange keys in person; however, this is   not always practical.  Having other people ""vouch for you"" by   signing a statement containing your key is possible, although    RIPEM doesn't have features for doing this as automatically as   PGP.  RIPEM does generate and check MD5 fingerprints of public keys   in the key files; they may be exchanged via a separate channel for   authentication.  PLAYBACK ATTACKS ----------------  - Even if an opponent cannot break the cryptography, an opponent could   still cause difficulties.  For example, suppose you send a message   with MIC-ONLY (a PEM mode which does not provide disclosure protection)   to Alice which says ""OK, let's do that."" Your opponent intercepts   it, and now resends it to Bob, who now has a message which is   authenticated as from you telling him to do that.  Of course, he may   interpret it in an entirely different context.  Or your opponent   could transmit the same message to the same recipient much later,   figuring it would be seen differently at a later time.  Or the   opponent could change the Originator-Name: to himself, register    your public key as his, and send a message hoping the recipient   will send him return mail indicating (perhaps even quoting!) the   unknown message.    To defeat playback attacks, the plaintext of each message should    include some indication of the sender and recipient, and a unique   identifier (typically the date).  A good front-end script for RIPEM   should do this automatically (IMHO).  As a recipient, you should be   sure that the Originator-Name: header and the sender indicated within   the plaintext are the same, that you really are a recipient, and that   the message is not an old one.  Some this also can and should be   automated.  The author of this FAQ has made a modest attempt at   automating the process of generating and checking encapsulated   headers; the programs are included in the standard distribution in   the utils directory.  LOCAL ATTACKS -------------  - Clearly, the security of RIPEM cannot be greater than the security of   the machine where the encryption is performed.  For example, under   UNIX, a super-user could manage to get at your encrypted mail,   although it would take some planning and effort to do something like   replace the RIPEM executable with a Trojan horse or to get a copy of   the plaintext, depending how it's stored.    In addition, the link between you and the machine running RIPEM is   an extension of that.  If you decrypt with RIPEM on a remote machine   which you are connected to via network (or, worse yet, modem), an   eavesdropper could see the plaintext (and probably also your   passphrase.)    RIPEM should only be executed on systems you trust, obviously.  In   the extreme case, RIPEM should only be used on your own machine,   which you have total control over and which nobody else has access   to, which has only carefully examined software known to be free of   viruses, and so on.  However, there's a very real trade-off between   convenience and security here.    A more moderately cautious user might use RIPEM on a UNIX workstation   where other people have access (even root access), but increase   security by keeping private keys and the (statically linked, of   course) executable on a floppy disk.    Some people will keep RIPEM on a multi-user system, but when dialing   in over an insecure line, they will download the message to their   own system and perform the RIPEM decryption there.  However, the   security provided by such a mechanism is somewhat illusory; since   you presumably type your cleartext password to log in, you've just   given away the store, since the attacker can now log in as you and   install traps in your account to steal your private key next time   you use it from a less insecure line.  This will likely remain the   situation as long as most systems use the rather quaint mechanism of   cleartext password authentication.    I find it nice to put a brief statement of how carefully I manage my   security arrangement in my .plan next to my public key, so that   potential correspondents can be aware what level of precautions are   in place.  Some people use two keys, a short one which is not   carefully managed for ordinary use and a longer one which is treated   with greater care for critical correspondence.  UNTRUSTED PARTNER ATTACKS -------------------------  - RIPEM's encryption will ensure that only a person with the private key   corresponding to the public key used to encrypt the data may read the   traffic.  However, once someone with that key gets the message, she   may always make whatever kind of transformations she wishes.  There    exist no cryptographic barriers to a recipient, say, taking an   ENCRYPTED message and converting it to a MIC-ONLY message, signed by   you and readable by anyone, although RIPEM does not provide this   functionality.  Indeed, the latest PEM draft I have seen specifically   states that such transformations should be possible to allow   forwarding functions to work.     Including the recipients in the plaintext, as mentioned above, will   make it possible for recipients of a redistributed message to be aware   of its original nature.  Naturally, the security of the cryptography   can never be greater than the security of the people using it. ",sci.crypt
114," (Mark Riordan)DOS 6.0 compression API: partial answer Organization: Michigan State University Lines: 21 NNTP-Posting-Host: scss3.cl.msu.edu X-Newsreader: TIN [version 1.1 PL8]  For those of you looking for information on MS-DOS 6.0's file system compression API:  Today I called Microsoft's DOS 6.0 hotline at (800)228-7007. They told me that the DOS 6.0 Resource Kit had the specifications for the compression interface.  The Resource Kit costs $19.95, plus tax and $5 shipping.  I ordered a copy and will post further when I get it and know more about it.  I am posting now because the order turnaround is 15  working days.    If anyone knows for sure where's there's a good source of info on this API, please speak up.  I am  slightly skeptical about the Resource Kit's likelihood of having detailed programming info.  Mark R.    (posted also to sci.crypt, since the API could presumably also be used for file system encryption.) ",sci.crypt
115," (Amanda Walker)Re: Once tapped, your code is no good any more. Organization: InterCon Systems Corporation - Herndon, VA  USA Lines: 35 Distribution: world Reply-To:  (Amanda Walker) NNTP-Posting-Host: chaos.intercon.com X-Newsreader: InterCon TCP/Connect II 1.1   (Shaen Bernhardt) writes: > I wish I could agree with you.  Ask yourself this.  Why would any  > private sector entity wish to buy a crypto system that was KNOWN to be  > at least partially compromised?  (a) To use for sensitive but not strategically important traffic, (b) if the system was cheap.  For example, I don't own a cordless phone.  With Clipper, I would.  If the  local men in blue really want to listen to me talk to my friends or order  pizza, I'm no worse off than I am now, and I don't have to worry about local kids or nosy neighbors.  That is to say, Clipper ""raises the bar"" on insecure channels.  It doesn't  make them secure, by any means, but a wall, even if the FBI can get a master  key by court order, is still better than a ""keep off the grass"" sign.  > The answer seems obvious to me, they wouldn't.  There is other hardware  > out there not compromised.  DES as an example (triple DES as a better  > one.)   So, where can I buy a DES-encrypted cellular phone?  How much does it cost? Personally, Cylink stuff is out of my budget for personal use :)...  > How can you reconcile the administrations self proclaimed purpose of  > providing law enforcement with access to encrypted data without making  > the clipper system the only crypto available in the U.S... ?  The Second and Fourth Amendments do come to mind.     Amanda Walker InterCon Systems Corporation   ",sci.crypt
116," (Steve Hollasch)Re: Clipper considered harmful Summary: Buckets of blood pouring from peoples' heads! Organization: Kubota Pacific Computer, Inc. Lines: 46   (Brad Yearwood) writes: | If Clipper comes to cellular phones along with legal proscriptions against | using other cipher systems on these phones, a new and potentially dangerous | class of crime is created. |  | Criminals who very badly want inscrutable tactical communications | (specifically the terrorists and drug dealers who proponents of key escrow | cite as threats) will be highly motivated to steal the cipher phone of a | legitimate user, and to kill this person or hold them hostage so discovery | of compromise of the device will be delayed.      Yow - get some sleep Brad!  You mean that people (i.e. life-is-cheap terrorists & drug-dealing warlords) who want to communicate in privacy will prefer to break into my house, kill or kidnap me, and steal my telephone, rather than:          - Spending $15 at K-mart to buy a new phone.          - Purchasing a load of phones from the black market / flea market /           super market.          - Talking (*gasp*) face-to-face.          - Walking down to any one of millions of pay phones.          - Using messengers.          - Going to excruciating effort to think of code phrases like ""I had           a blowout on the freeway today"".      Look, this system does nothing to threaten folks who _know_ they're being wiretapped, since it's trivial to find other avenues of communication; they'd have no reason to resort to extreme measures, since a plethora of simple alternatives are easily available to them.      Among all the legitimate reasons to damn the proposed system, I don't think we need to worry about terrorist commie drug warlord assasin thugs murdering our families, kicking the dog and leaving the toilet seat up just to steal a $15 telephone.  The system is more like urine testing:  it catches some small number of very stupid people, has no effect on the ""bad guys"" with at least three neurons working in unison who wish to subvert it, and penalizes most heavily those who have no cause to be subject to it.  ______________________________________________________________________________ Steve Hollasch                                   Kubota Pacific Computer, Inc.                                  Santa Clara, California ",sci.crypt
117," (Eli Brandt)Re: The battle is joined Organization: Harvey Mudd College, Claremont, CA 91711 Lines: 13  In article <>  (Phil Karn) writes: >It looks like Dorothy Denning's wrong-headed ideas have gotten to the >Administration even sooner than we feared.  I'd lay long odds that it was the other way around.  Clinton didn't just pull this plan out of any bodily orifices; the NSA has to have been working on it for years.  While it's possible that Denning (and other prominent people) just happened to start arguing for such a system, it seems more likely that there was a suggestion involved. If this guess is wrong, I apologize.  	 PGP 2 key by finger or e-mail    Eli    ",sci.crypt
118,"THE CLIPPER CHIP: A TECHNICAL SUMMARY Distribution: world Organization: Georgetown University Lines: 139  The following document summarizes the Clipper Chip, how it is used, how programming of the chip is coupled to key generation and the escrow process, and how law enforcement decrypts communications. Since there has been some speculation on this news group about my own involvement in this project, I'd like to add that I was not in any way involved.  I found out about it when the FBI briefed me on Thursday evening, April 15.  Since then I have spent considerable time talking with the NSA and FBI to learn more about this, and I attended the NIST briefing at the Department of Commerce on April 16.   The document below is the result of that effort.   Dorothy Denning ---------------                       THE CLIPPER CHIP: A TECHNICAL SUMMARY                                 Dorothy Denning                                  April 19, 1993   INTRODUCTION  On April 16, the President announced a new initiative that will bring together the Federal Government and industry in a voluntary program to provide secure communications while meeting the legitimate needs of law enforcement.  At the heart of the plan is a new tamper-proof encryption chip called the ""Clipper Chip"" together with a split-key approach to escrowing keys.  Two escrow agencies are used, and the key parts from both are needed to reconstruct a key.   CHIP STRUCTURE  The Clipper Chip contains a classified 64-bit block encryption algorithm called ""Skipjack.""  The algorithm uses 80 bit keys (compared with 56 for the DES) and has 32 rounds of scrambling (compared with 16 for the DES).  It supports all 4 DES modes of operation.  Throughput is 16 Mbits a second.  Each chip includes the following components:     the Skipjack encryption algorithm    F, an 80-bit family key that is common to all chips    N, a 30-bit serial number    U, an 80-bit secret key that unlocks all messages encrypted with the chip   ENCRYPTING WITH THE CHIP  To see how the chip is used, imagine that it is embedded in the AT&T telephone security device (as it will be).  Suppose I call someone and we both have such a device.  After pushing a button to start a secure conversation, my security device will negotiate a session key K with the device at the other end (in general, any method of key exchange can be used).  The key K and message stream M (i.e., digitized voice) are then fed into the Clipper Chip to produce two values:     E[M; K], the encrypted message stream, and     E[E[K; U] + N; F], a law enforcement block.    The law enforcement block thus contains the session key K encrypted under the unit key U concatenated with the serial number N, all encrypted under the family key F.   CHIP PROGRAMMING AND ESCROW  All Clipper Chips are programmed inside a SCIF (secure computer information facility), which is essentially a vault.  The SCIF contains a laptop computer and equipment to program the chips.  About 300 chips are programmed during a single session.  The SCIF is located at Mikotronx.  At the beginning of a session, a trusted agent from each of the two key escrow agencies enters the vault.  Agent 1 enters an 80-bit value S1 into the laptop and agent 2 enters an 80-bit value S2. These values serve as seeds to generate keys for a sequence of serial numbers.  To generate the unit key for a serial number N, the 30-bit value N is first padded with a fixed 34-bit block to produce a 64-bit block N1. S1 and S2 are then used as keys to triple-encrypt N1, producing a 64-bit block R1:          R1 = E[D[E[N1; S1]; S2]; S1] .  Similarly, N is padded with two other 34-bit blocks to produce N2 and N3, and two additional 64-bit blocks R2 and R3 are computed:            R2 = E[D[E[N2; S1]; S2]; S1]          R3 = E[D[E[N3; S1]; S2]; S1] .  R1, R2, and R3 are then concatenated together, giving 192 bits. The first 80 bits are assigned to U1 and the second 80 bits to U2.  The rest are discarded.  The unit key U is the XOR of U1 and U2.  U1 and U2 are the key parts that are separately escrowed with the two escrow agencies.  As a sequence of values for U1, U2, and U are generated, they are written onto three separate floppy disks.  The first disk contains a file for each serial number that contains the corresponding key part U1.  The second disk is similar but contains the U2 values.  The third disk contains the unit keys U.  Agent 1 takes the first disk and agent 2 takes the second disk.  The third disk is used to program the chips. After the chips are programmed, all information is discarded from the vault and the agents leave.  The laptop may be destroyed for additional assurance that no information is left behind.   The protocol may be changed slightly so that four people are in the room instead of two.  The first two would provide the seeds S1 and S2, and the second two (the escrow agents) would take the disks back to the escrow agencies.  The escrow agencies have as yet to be determined, but they will not be the NSA, CIA, FBI, or any other law enforcement agency.  One or both may be independent from the government.   LAW ENFORCEMENT USE  When law enforcement has been authorized to tap an encrypted line, they will first take the warrant to the service provider in order to get access to the communications line.  Let us assume that the tap is in place and that they have determined that the line is encrypted with Clipper.  They will first decrypt the law enforcement block with the family key F.  This gives them E[K; U] + N.  They will then take a warrant identifying the chip serial number N to each of the key escrow agents and get back U1 and U2.  U1 and U2 are XORed together to produce the unit key U, and E[K; U] is decrypted to get the session key K. Finally the message stream is decrypted.  All this will be accomplished through a special black box decoder operated by the FBI.   ACKNOWLEDGMENT AND DISTRIBUTION NOTICE.  All information is based on information provided by NSA, NIST, and the FBI.  Permission to distribute this document is granted.        ",sci.crypt
119," (Perry E. Metzger)Re: text of White House announcement and Q&As on clipper chip encryption Organization: Partnership for an America Free Drug Distribution: na Lines: 104   (Robert Ward) writes: >In article <>  writes: >>and since the US constitutions guarantees the right to every American >>to bear arms, why is not every American entitled, as a matter of > >Have you read the applicable part of the Constitution and interpreted it IN  >CONTEXT?  If not, please do so before posting this misinterpretation again. >It refers to the right of the people to organize a militia, not for individuals  >to carry handguns, grenades, and assault rifles.    The Supreme Court seems to disagree with you -- they have stated that ""the people"" is a term of art refering to an individual right, and have explicitly mentioned the second amendment as an example.  I quote:    ""... 'the people' seems to have been a term of art employed in   select parts of the Constitution.  The Preamble declares that the   Constitution is ordained, and established by 'the people of the   the U.S.'  The Second Amendment protects the right of the people   to keep and bear Arms ...."" 	- Supreme Court of the U.S.,  U.S. v. Uerdugo-Uriquidez (1990).  Furthermore, in the Miller decision, they only permitted prosecution for possession of a sawed-off shotgun because the defense had not presented testimony and they therefore accepted the argument of the government that such weapons have no military value -- they held that the amendment protected the individual right to possess military weapons. Unfortunately, no second amendment case has successfully gotten to the court in fifty years. However, that does not change the interpretation.  Furthermore, it appears that others disagree with you as well, vis:   ""The conclusion is thus inescapable that the history, concept,   and wording of the Second Amendment to the Constitution of the   United States, as well as its interpretation by every major   commentator and court in the first half-century after its ratifi-   cation, indicates that what is protected is an individual right   of a private citizen to own and carry firearms in a peaceful manner.""    - Report of the Subcommittee on the Constitution of the      Committee on the Judiciary, United States Senate,      97th Congress, Second Session ( February 1982 )  You might rightfully ask ""well then, what does that first bit about militias mean?""  Well, ""militia"" in historical context basically means the whole of the adult males of the country. (Indeed, the U.S. Code still defines ""militia"" as all armed men over the age of 17).     ""The Militia comprised all males physically capable of acting     in concert for the common defense ....  And ... these men were     expected to appear bearing arms supplied by themselves and of     the kind in common use at the time."" 	- Supreme Court of the United States,  U.S. v. Miller (1939).  The reason for the phrase being there was to explain the rationale behind the amendment, which was this: by depending on the people to bear arms in defense of the country, no centralization of military power could ever occur which would permit tyranny -- in short, the government would remain perpetually in fear of the people, rather than the other way around.     ""No free man shall ever be debarred the use of arms.  The strongest reason    for the people to retain the right to keep and bear arms is, as a last    resort, to protect themselves against tyranny in government.""      - Thomas Jefferson, Proposal Virginia Constitution, June 1776        1 Thomas Jefferson Papers, 334 (C. J. Boyd, Ed., 1950).     ""And what country can preserve its liberties, if its rulers are not    warned from time to time that this people preserve the spirit of    resistance ?  Let them take arms ... The tree of liberty must be    refreshed from time to time, with the blood of patriots and tyrants.""      - Thomas Jefferson (letter to William S. Smith, 1787, in        Jefferson, On Democracy 20, S. Padover, ed., 1939).     ""Before a standing army can rule, the people must be disarmed;    as they are in almost every kingdom of Europe.  The supreme    power in America cannot enforce unjust laws by the sword;    because the whole body of the people are armed, and constitute    a force superior to any bands of regular troops that can be, on    any pretense, raised in the United States.""      - Noah Webster, ""An Examination into the Leading Principles        of the Federal Constitution"" (1787), in Pamphlets on the        Constitution of the United States (P. Ford, 1888).  You may disagree with the second amendment, and wish that it be repealed, but please do not pretend that it isn't there and that it doesn't mean what it says. You might argue that conditions have changed and that it should no longer be present, but you can't imagine it away.  I could fill a book with detailed argumentation. Many have already.  However, none of this has anything to do with cryptography.  Lets get it out of here. If you insist on discussing this, please do it in talk.politics.guns, where people will gladly discuss this matter with you.  -- Perry Metzger		 -- Laissez faire, laissez passer. Le monde va de lui meme. ",sci.crypt
120," (Kenneth Ng)Re: Fifth Amendment and Passwords Organization: Private Computer, Totowa, NJ Lines: 21  In article <:  (Peter Trei) writes: :Judge: ""I grant you immunity from whatever may be learned from the key :	itself"" :You:    ""The keyphrase is: ""I confess to deliberately evading copyright;  :	the file encoded with this keyphrase contains illegal scans of  :        copyrighted Peanuts strips."""" :Judge and CP: ""Oh."" :     How will they get you now? I'm not saying that they won't, or :can't (or even that they shouldn't :-), but what legal mechanism will :they use? Should we be crossposting this to misc.legal?  Hm, could another court try you via a bypass of the double jeopardy amendment like they are doing in the LAPD trial?  Ie your judge is a state judge, and then a federal judge retries you under the justification that its not the same trail.  --  Kenneth Ng Please reply to  for now. ""All this might be an elaborate simulation running in a little device sitting on someone's table"" -- J.L. Picard: ST:TNG ",sci.crypt
121," (John F. Woods)Re: Once tapped, your code is no good any more. Distribution: na Organization: Kendall Square Research Corp. Lines: 20   (Steve Johnson) writes: >>-Tim May, whose sig block may get him busted in the New Regime >  A remark I heard the other day is beginning to take on increasingly >frightening significance.  The comment was made that ""In other parts >of the world the Democrats [note the big ""D""] would be known as >Socialists""   And in other parts of the world, European ""Socialists"" would be known as fascist capitalist pigs.  Get your head out of your labels and think carefully for once:  According to the EFF announcement on this thing, the NSA has been developing this turkey for *four* years.  The manufacturing contract was let *14 months ago*.  Anyone out there who believes that the fact that Clinton's name was on this White House announcement means that Bush or any other Republican is a staunch supporter of personal privacy is a fool.  If this topic disturbs you, can the political finger-pointing and talk about what you can do about it.  If you've just GOT to point fingers, remember that this scheme was STARTED when a secret policeman was President. ",sci.crypt
122,"Subject: Re: Once tapped, your code is no good any more.  (Arthur Rubin)  <> <> Distribution: na Organization: Beckman Instruments, Inc. Nntp-Posting-Host: dsg4.dse.beckman.com Lines: 15  In <>  (James R Ebright) writes:  >In article  (Arthur Rubin) writes:  >>I wouldn't trust the NSA.  I think I would trust the President on this, but >>I'm not certain he would be told.  >""I am not a crook."" President Richard M. Nixon >                    ^^^^^^^^^  THIS President.  (And I could easily be wrong.) -- Arthur L. Rubin:  (work) Beckman Instruments/Brea    (personal) My opinions are my own, and do not represent those of my employer. ",sci.crypt
