,en,gr
100,"I hope that Mr Erdogan will think again, but, generally speaking, this prospect of accession is indispensable in terms of Europe's security.","Έτσι, έχουμε μια καλή απόφαση της Επιτροπής και μια ανάρμοστη αντίδραση της Άγκυρας. Ελπίζω ότι ο κ. Ερντογάν θα το ξανασκεφτεί, γενικά όμως η προοπτική της ένταξης είναι απαραίτητη για την ασφάλεια της Ευρώπης."
101,"ΕU migration policy moves solely within the framework of the Lisbon Strategy, from the point of view of increasing the profitability of European capital.",""" πολιτική της Ε.Ε. για τη μετανάστευση κινείται αποκλειστικά στα πλαίσια της Στρατηγικής της Λισαβόνας, από τη σκοπιά της αύξησης της κερδοφορίας του ευρωπαϊκού κεφαλαίου."
102,"As the Commissioner has already said, it is unacceptable that passengers' rights suddenly change when they cross the border from one country to another.","Όπως ήδη είπε ο Επίτροπος, δεν είναι δυνατόν να αλλάζουν ξαφνικά τα δικαιώματα των επιβατών όταν περνούν τα σύνορα μιας χώρας."
103,"I would like to congratulate Mr Deva on the work he has done and I am delighted that the Committee on Fisheries' proposals are going to be included in the text of the resolution, at least in part.","Θα ήθελα να συγχαρώ τον κ. Deva για το έργο που επιτέλεσε και χαίρομαι που οι προτάσεις της Επιτροπής Αλιείας πρόκειται να συμπεριληφθούν στο κείμενο του ψηφίσματος, τουλάχιστον εν μέρει."
104,Chancellor Merkel reminded us this morning that the EU was responsible for 15% of total CO2 emissions.,""" καγκελάριος Merkel μάς θύμισε σήμερα το πρωί ότι η ΕΕ ευθύνεται για το 15% των συνολικών εκπομπών διοξειδίου του άνθρακα."
105,"Rather than blowing the kitty, we should keep the budget in good shape, reduce debts, invest, and in that sense, I am completely at one with Mr Bullmann.","Αντί να σπαταλούμε χρήματα, πρέπει να διατηρήσουμε τον προϋπολογισμό σε καλή φόρμα, να μειώσουμε τα χρέη, να επενδύσουμε και, υπό αυτή την έννοια, συμφωνώ απόλυτα με τον κ. Bullmann."
106,The Commission believes that the authorities should adopt a position in favour of such initiatives or against them.,""" Επιτροπή πιστεύει ότι οι αρχές θα πρέπει να εγκρίνουν μία θέση υπέρ ή κατά τέτοιων πρωτοβουλιών."
107,"I have taken longer than I intended, but I wanted to give you a broad outline of the programmes or initiatives which are in place.","Δεν σκόπευα να επεκταθώ τόσο πολύ, αλλά ήθελα να σας δώσω μια γενική εικόνα των προγραμμάτων ή των πρωτοβουλιών που εφαρμόζονται."
108,"European-Mediterranean cooperation, in its approach to the Mediterranean, should always help to implement the Millennium Development Goals as a whole.",""" ευρωμεσογειακή συνεργασία, έναντι των χωρών της Μεσογείου, πρέπει να αποβλέπει πάντα στην υλοποίηση των Αναπτυξιακών Στόχων της Χιλιετίας συνολικά."
109,We must avoid arriving at the last minute and being forced to note the irregularities that are bound to be found.,Πρέπει να αποφύγουμε να φθάσουμε την τελευταία στιγμή και να υποχρεωθούμε να διαπιστώσουμε τις ανωμαλίες που πρόκειται να σημειωθούν.
110,"rapporteur. - Mr President, I should like to address you today as the rapporteur on the proposal for a regulation on advanced therapy medicinal products.","εισηγητής. - (EN) Κύριε Πρόεδρε, θέλω να απευθυνθώ σήμερα στο Σώμα ως εισηγητής της πρότασης κανονισμού για τα φάρμακα προηγμένων θεραπειών."
111,The European Parliament must support the Commission in its drive to get GALILEO built in an alternative way by a group of contractors different to the consortium set up in 2005.,Το Ευρωπαϊκό Κοινοβούλιο πρέπει να στηρίξει την προσπάθεια της Επιτροπής για ανάπτυξη του Galileo με εναλλακτικό τρόπο από ομάδα εργολάβων η οποία διαφέρει από την κοινοπραξία που συστήθηκε το 2005.
112,"The President-in-Office replied that the EU has no legislative competence, which is true, but it has the Framework Programme for Research.","(EN) Ο Προεδρεύων του Συμβουλίου απάντησε ότι η ΕΕ δεν έχει νομοθετική αρμοδιότητα, πράγμα που είναι αλήθεια, αλλά έχει το πρόγραμμα πλαίσιο για την έρευνα."
113,"In spite of that, when asked to do so, did the legitimately elected Hamas Government not transform itself into a genuine government of national unity?","Παρόλα αυτά, όταν της ζητήθηκε, η νομίμως εκλεγμένη κυβέρνηση της Χαμάς δεν μετατράπηκε σε γνήσια κυβέρνηση εθνικής ενότητας; Πράγματι, αυτό ακριβώς έπραξε."
114,"I would just like to ask you, given your generosity and knowledge of the region to which I am going to refer, to allow me to speak on a point of order.","Θέλω μόνο να σας ζητήσω, δεδομένης της γενναιοδωρίας σας και της γνώσης σας για την περιοχή στην οποία πρόκειται να αναφερθώ, να μου επιτρέψετε να μιλήσω για ένα θέμα επί της διαδικασίας."
115,"Secondly, the summit confirmed that the EU and Russia see eye-to-eye on the underlying necessity of constructing a strong EU-Russia strategic partnership in the future.","Δεύτερον, η σύνοδος κορυφής επιβεβαίωσε ότι η ΕΕ και η Ρωσία συμφωνούν για την αναγκαιότητα οικοδόμησης μιας ισχυρής στρατηγικής εταιρικής σχέσης ΕΕ-Ρωσίας στο μέλλον."
116,This conflict in Kashmir has brought the world nearer to nuclear conflict than anything else since the 1960s.,Αυτή η σύγκρουση στο Κασμίρ έφερε τον κόσμο πιο κοντά στην πυρηνική σύγκρουση από οποιοδήποτε άλλο γεγονός από τη δεκαετία του 1960 και μετά.
117,"Strawberries, raspberries and currants are just as important for Polish farmers as oranges, mandarins and figs are for their opposite numbers in southern Europe.","Οι φράουλες, τα σμέουρα, και τα φραγκοστάφυλα είναι τόσο σημαντικά για τους πολωνούς γεωργούς όσο και τα πορτοκάλια, τα μανταρίνια και τα σύκα για τις αντίστοιχες χώρες παραγωγής τους στη Νότια Ευρώπη."
118,"We are all aware of the constraints posed by weak governance in African countries. Aid works in many cases, but aid donated without good governance will never make poverty history.","Όλοι γνωρίζουμε τους περιορισμούς που δημιουργεί η αδύναμη διακυβέρνηση στις αφρικανικές χώρες. "" βοήθεια είναι αποτελεσματική σε πολλές περιπτώσεις, αλλά η βοήθεια που χορηγείται χωρίς χρηστή διακυβέρνηση δεν θα καταστήσει ποτέ τη φτώχεια παρελθόν."
119,We want to help in the long-term creation of better living conditions for the Palestinians instead of engaging in crisis management.,Θέλουμε να συνεισφέρουμε ώστε να δημιουργηθούν μακροπρόθεσμα καλύτερες συνθήκες διαβίωσης για τους Παλαιστινίους αντί να ασχολούμαστε με τη διαχείριση κρίσεων.
120,All of us in the European Parliament and in the Council have to take great care to keep this cube together.,Όλοι στο Ευρωπαϊκό Κοινοβούλιο και στο Συμβούλιο πρέπει να φροντίζουμε από κοινού ώστε ο κύβος αυτός να μένει ενωμένος.
121,"Experts - especially those who can read between the lines - will appreciate that. However, our citizens will lament the lack of detailed, tangible examples and practical proposals.","Οι ειδικοί -ιδίως όσοι είναι διορατικοί- θα το εκτιμήσουν αυτό, ωστόσο οι πολίτες θα θεωρήσουν ότι λείπουν τα αναλυτικά και απτά παραδείγματα και οι συγκεκριμένες προτάσεις."
122,"If not, what new measures ought the Union to introduce in order to achieve the stated objective? There can be no discrepancy between what we say we are going to do and what we actually do.","Οι ερωτήσεις που έθεσαν οι βουλευτές του ΕΚ είναι οι εξής: γιατί αυτή η λύση δεν χρησιμοποιήθηκε ποτέ; Ανταποκρίνεται στο πεδίο του προβλήματος που τίθεται; Αν όχι, τι νέα μέτρα θα πρέπει να θεσπίσει η Ένωση με σκοπό να επιτύχει τον δηλωθέντα στόχο; Δεν μπορεί να υπάρχει διαφορά μεταξύ αυτού που λέγουμε ότι θα κάνουμε και αυτού που πράγματι πράττουμε."
123,"However, another key point based on our experience in the Committee on Legal Affairs is that impact assessments are not actually being carried out as standard on every Commission proposal.","Όμως είναι επίσης αποφασιστικής σημασίας ότι, σύμφωνα με την πείρα μας στην Επιτροπή Νομικών Θεμάτων, δεν γίνονται πραγματικά εκτιμήσεις επιπτώσεων της νομοθεσίας για όλες τις προτάσεις της Επιτροπής."
124,"In addition, the European Court has jurisdiction to review the legality of framework decisions and decisions.","Επιπλέον, το Ευρωπαϊκό Δικαστήριο έχει τη δικαιοδοσία να εξετάζει τη νομιμότητα αποφάσεων και αποφάσεων πλαισίων."
125,We are going to be looking forward to the Commission's report on an Action Plan for freight transport logistics in Autumn 2007.,Προσμένουμε με ανυπομονησία την έκθεση της Επιτροπής σχετικά με ένα σχέδιο δράσης για την εφοδιαστική των εμπορευματικών μεταφορών το φθινόπωρο του 2007.
126,"This is particularly relevant to the review of the consumer acquis, because thanks to deepening integration our societies have become more mobile.","Αυτό είναι ιδιαίτερα συναφές με την επανεξέταση του κοινοτικού κεκτημένου για την προστασία των καταναλωτών διότι, χάρη στην εμβάθυνση της ολοκλήρωσης, οι κοινωνίες μας καθίστανται όλο και πιο κινητές."
127,"Since the subject of preventative withdrawal has hitherto not been found in the compromise at Council level, I should like to include it, Commissioner, if you agree.","Και επειδή το θέμα της προληπτικής απόσυρσης δεν βρίσκεται μέχρι τώρα στον συμβιβασμό που υπάρχει σε επίπεδο Συμβουλίου, θα επιθυμούσα, κυρία Επίτροπε, εάν συμφωνήσετε να το εντάξετε."
128,"Proposing legislation does not fall within my responsibility, but falls within the responsibility of my colleagues in the Commission who deal with protection.",""" υποβολή νομοθετικών προτάσεων δεν εντάσσεται στις δικές μου αρμοδιότητες, αλλά αποτελεί αρμοδιότητα των συναδέλφων μου στην Επιτροπή που ασχολούνται με το θέμα της προστασίας."
129,Farmers want to produce! I hope that the abolition of set-aside will not only apply for one or two years but on a permanent basis.,"Ελπίζω αυτή η κατάργηση να μην ισχύσει μόνο για ένα ή δύο χρόνια, αλλά να είναι μόνιμη."
130,Society is never aware of the 10-20% of children with 'dys'abilities because they are never diagnosed.,""" κοινωνία δεν γνωρίζει ποτέ για το 10-20% των παιδιών με διαταραχές τύπου ""δυσ"" επειδή δεν γίνεται ποτέ διάγνωση της κατάστασής τους."
131,"In mentioning fairness, I hope that in future we will pay attention not just to transparency but also to fairness.","Μιλώντας για δικαιοσύνη, ελπίζω ότι μελλοντικά θα δώσουμε προσοχή όχι μόνο στη διαφάνεια, αλλά και στη δικαιοσύνη."
132,"Ladies and gentlemen, if we have any respect for ourselves and for other people, there can be only one solution, with no machinations.","Κυρίες και κύριοι, αν έχουμε κάποιον αυτοσεβασμό και σεβασμό για τους άλλους, υπάρχει μόνο μια λύση, χωρίς μηχανορραφίες."
133,Are we making a big mistake in loosely matching sums to later expenditure? Is it feasible to do this one year in advance?,"Διαπράττουμε μήπως μέγα σφάλμα με το να αντιστοιχούμε κατά προσέγγιση χρηματικά ποσά με μετέπειτα δαπάνες; Είναι εφικτό να το κάνουμε αυτό ένα έτος νωρίτερα; Προσπαθούμε, αλλά έχουμε πάντα τη δυνατότητα να προσαρμόσουμε τον προϋπολογισμό, και αυτό είναι πολύ σημαντικό."
134,"Vague criticisms are formulated as a pure formality but, apart from that, it seems as if we have to accept the accession of Turkey as a fait accompli.","Ασαφείς επικρίσεις διατυπώνονται εντελώς τυπικά αλλά, εκτός αυτού, φαίνεται ότι είμαστε υποχρεωμένοι να δεχτούμε την προσχώρηση της Τουρκίας ως τετελεσμένο γεγονός."
135,"Finally, I must also say a word of thanks for the work carried out jointly with the Commission in preparing everything for the second EU-Africa Summit.","Τέλος, πρέπει επίσης να εκφράσω τις ευχαριστίες μου για την εργασία που συντελέστηκε από κοινού με την Επιτροπή κατά τις προετοιμασίες για τη δεύτερη σύνοδο κορυφής ΕΕ-Αφρικής."
136,"Efforts can only go so far while China, a deciding member, continues to sustain and prolong the conflict by supplying the region with arms.","Οι προσπάθειες δεν μπορούν να προχωρήσουν τη στιγμή που η Κίνα, ένα μέλος με δικαίωμα απόφασης, συνεχίζει να συντηρεί και να παρατείνει τη σύγκρουση, προμηθεύοντας την περιοχή με όπλα."
137,"To avoid this happening in future it is vital that the legislative institutions, such as the European Parliament, are informed about the work in good time.","Προκειμένου να μην επαναληφθεί κάτι αντίστοιχο και στο μέλλον, είναι ζωτικής σημασίας να ενημερώνονται εγκαίρως για τέτοια ζητήματα τα νομοθετικά όργανα, όπως το Ευρωπαϊκό Κοινοβούλιο."
138,"The legalistic thinking of the Council is rather hard to fathom, but as Helmut Kohl always said, the most important thing is the outcome.","Είναι μάλλον δύσκολο να κατανοήσει κανείς τον νομικίστικο τρόπο σκέψης του Συμβουλίου, αλλά όπως έλεγε πάντοτε και ο Χέλμουτ Κολ, αυτό που έχει μεγαλύτερη σημασία είναι το αποτέλεσμα."
139,"In today's debate, there seemed to be a cross-party view that this is the real big issue, and indeed that view is justified.","Στη σημερινή συζήτηση, έμοιαζε να υπάρχει μια διακομματική άποψη ότι αυτό είναι ένα πραγματικά πολύ σημαντικό ζήτημα και πράγματι, αυτή η άποψη είναι δικαιολογημένη."
140,"In working together on this text in the Employment and Social Affairs Committee, my colleagues and I sought to highlight three aspects.","Κατά τη συνεργασία μας για το κείμενο αυτό στην Επιτροπή Απασχόλησης και Κοινωνικών Υποθέσεων, οι συνάδελφοί μου κι εγώ προσπαθήσαμε να δώσουμε έμφαση σε τρεις πτυχές."
141,We would have been even more pleased if the PPE-DE Group had at least been represented by their Group chairman today.,Θα χαιρόμαστε ακόμα περισσότερο εάν ο πρόεδρος της Ομάδας ΕΛΚ-ΕΔ ήταν παρών εδώ σήμερα.
142,Now I am asking the Commission and the Council to pull themselves together and start to regard taxpayers' money as if it were their own.,Ζητώ τώρα από την Επιτροπή και το Συμβούλιο να ανασυγκροτηθούν και να αρχίσουν να αντιμετωπίζουν τα χρήματα των φορολογούμενων σαν να ήταν δικά τους.
143,"Yes, part of this legislation relates to industrial goods and it is within the portfolio of another Commissioner but we work together on a number of issues.","Πράγματι, μέρος αυτής της νομοθεσίας αφορά τα βιομηχανικά αγαθά και αυτά εμπίπτουν στις αρμοδιότητες ενός άλλου Επιτρόπου, εργαζόμαστε όμως μαζί για σειρά θεμάτων."
144,But we must make sure that this is more than rhetoric. Let this pledge to partnership be reflected in practice.,"Ωστόσο, πρέπει να εξασφαλίσουμε ότι η παραπάνω δήλωση δεν είναι απλά ρητορική."
145,"President-in-Office of the Council. - (PT) Mr President of the European Parliament, President of the European Commission, ladies and gentlemen.","Προεδρεύων του Συμβουλίου. - (PT) Κύριε Πρόεδρε του Ευρωπαϊκού Κοινοβουλίου, κύριε Πρόεδρε της Ευρωπαϊκής Επιτροπής, κυρίες και κύριοι."
146,It is therefore the responsibility of the Member States to encourage education initiatives in this domain.,"Αποτελεί, επομένως, ευθύνη των κρατών μελών να ενθαρρύνουν πρωτοβουλίες ενημέρωσης στον τομέα αυτό."
147,"(HU) The Szigetköz, lying partly in Austria and Slovakia and the Hungarian stretch of the Danube, is one of the most beautiful areas in Europe.","(HU) Το Szigetköz, που βρίσκεται εν μέρει στην Αυστρία και τη Σλοβακία και την ουγγρική διαδρομή του Δούναβη, είναι μία από τις ομορφότερες περιοχές της Ευρώπης."
148,"If someone has something to say at this point, it should be on a different matter, not to re-argue the for and against. If that is what you wish to do, I cannot give you the floor.","Αν κάποιος επιθυμεί να παρέμβει, θα είναι για κάτι διαφορετικό, όχι για εκ νέου επιχειρηματολογία υπέρ ή κατά, ειδάλλως δεν μπορώ να σας δώσω τον λόγο."
149,The Slovenian Presidency undeniably marks the integration of the new Member States within the European Union.,"Αναντίρρητα, η σλοβενική Προεδρία σηματοδοτεί την ένταξη των νέων κρατών μελών στην Ευρωπαϊκή Ένωση."
150,"I had the pleasure of meeting her and working with her and was deeply impressed by how warm, intelligent and brave she was.","Είχα την ευχαρίστηση να τη συναντήσω και να συνεργαστώ μαζί της και εντυπωσιάστηκα βαθύτατα από το πόσο θερμή, ευφυής και γενναία ήταν."
151,"We should remind the Chinese authorities of the idea inspiring the Olympic movement, namely linking sport with a vision of a peaceful society and the preservation of human dignity.","Πρέπει να υπενθυμίσουμε στις κινεζικές αρχές την ιδέα που ενέπνευσε το ολυμπιακό κίνημα, δηλαδή τη σύνδεση του αθλητισμού με ένα όραμα για μια ειρηνική κοινωνία και τη διατήρηση της ανθρώπινης αξιοπρέπειας."
152,"Among the greatest achievements is the involvement of all countries, developed and developing, in the common reduction of emissions.","Στα σημαντικότερα επιτεύγματα ανήκει η συμμετοχή όλων των χωρών, ανεπτυγμένων και αναπτυσσόμενων, για την από κοινού μείωση των εκπομπών αερίων."
153,in writing. - (SV) I take the view that the Member States should decide for themselves whether they want to deregulate their national postal monopolies.,γραπτώς. - (SV) Πιστεύω ότι τα κράτη μέλη πρέπει να αποφασίσουν τα ίδια εάν επιθυμούν να καταργήσουν τα εθνικά μονοπώλια των ταχυδρομικών υπηρεσιών.
154,"If the fairness is not fulfilled, we have to protect, at least temporarily, those who act in a just way.","Εάν η εντιμότητα δεν ικανοποιείται, πρέπει να προστατέψουμε, τουλάχιστον προσωρινά, αυτούς που ενεργούν με δίκαιο τρόπο."
155,Another point which is ignored is that the different economies of the EU have vastly different structures and performances.,Ένα ακόμη θέμα το οποίο παραβλέπεται είναι ότι οι διάφορες οικονομίες της ΕΕ έχουν εξαιρετικά διαφορετικές δομές και επιδόσεις.
156,3) Finally I wish to express the hope that the Reform Treaty will put an end to the nonsense put about by some European politicians that we can continue with the old treaties.,"3) Τέλος, θέλω να εκφράσω την ελπίδα ότι η Μεταρρυθμιστική Συνθήκη θα θέσει τέρμα στην ανοησία που υποστηρίζουν ορισμένοι ευρωπαίοι πολιτικοί, ότι δηλαδή μπορούμε να συνεχίσουμε να λειτουργούμε με βάση τις παλαιές Συνθήκες."
157,"What, then, should we do? Promote motherhood, create economic incentives for having children, including tax breaks, support large families - but one thing we clearly must do is treat infertility.","Τι πρέπει, επομένως, να πράξουμε; Να προωθήσουμε τη μητρότητα, να δημιουργήσουμε οικονομικά κίνητρα για την απόκτηση παιδιών, μεταξύ άλλων φοροαπαλλαγές, στήριξη των πολυμελών οικογενειών - ένα πράγμα, όμως, που πρέπει να κάνουμε είναι να αντιμετωπίσουμε τη στειρότητα."
158,"The governments of these countries have been very far-sighted, but there is a great deal of hypocrisy in the matter.","Οι κυβερνήσεις αυτών των χωρών λειτουργούν διορατικά, αλλά υπάρχει μεγάλη υποκρισία σχετικά με αυτό το θέμα."
159,I further welcome the proposal to reduce the frequency of re-screening for passengers arriving from third countries with equivalent safety standards to the EU.,"Επίσης, επιδοκιμάζω την πρόταση για μείωση της συχνότητας επανελέγχου των επιβατών που φθάνουν από τρίτες χώρες με προδιαγραφές ασφαλείας ισοδύναμες με τις κοινοτικές."
160,"Today we are going to put them in a better position, because the Finance Ministers will now be obliged to take statistics on energy much more seriously.","Σήμερα συνεχίζουμε να τις βελτιώνουμε, επειδή οι υπουργοί Οικονομικών θα πρέπει τώρα να λαμβάνουν πολύ πιο σοβαρά υπόψη τις στατιστικές για την ενέργεια."
161,"(FR) Madam President, ladies and gentlemen, the Archbishop of Mosul, Monsignor Rahho, was kidnapped almost two weeks ago.","(FR) Κυρία Πρόεδρε, κυρίες και κύριοι, ο Αρχιεπίσκοπος της Μοσούλης, Μονσινιόρ Rahho, απήχθηκε σχεδόν πριν από δύο εβδομάδες."
162,"When the EU, which is the world's biggest aid provider, acts in the Third World, our values must always be clear.","Όταν η ΕΕ, που είναι ο μεγαλύτερος χορηγός βοήθειας στον κόσμο, δρα στον τρίτο κόσμο, οι αξίες μας πρέπει να είναι πάντα σαφείς."
163,"Let us not destroy it, but let us try to destroy the dictatorship in Beijing and let all of us stop buying Chinese if we want to do something practical.",Ας μην το καταστρέψουμε. Ας προσπαθήσουμε όμως να καταστρέψουμε τη δικτατορία που κυβερνά το Πεκίνο και ας σταματήσουμε όλοι να αγοράζουμε κινεζικά προϊόντα αν θέλουμε όντως να κάνουμε κάτι πρακτικό.
164,"As an ethnic Hungarian from Romania, I would like to draw Member States' attention to supporting Europe's minority and endangered cultures.","Ως εθνοτικά Ούγγρος από τη Ρουμανία, θα ήθελα να επιστήσω την προσοχή των κρατών μελών στην ανάγκη στήριξης των μειονοτικών και υπό εξαφάνιση πολιτισμών της Ευρώπης."
165,"In conclusion, it is important to promote an objective and dispassionate discussion of these issues, and to move forward gradually within the limits of the powers of the Union.","Ανακεφαλαιώνοντας, είναι σημαντικό να προωθήσουμε μια αντικειμενική και απροκατάληπτη συζήτηση σχετικά με αυτά τα θέματα, και να προχωρήσουμε σταδιακά εντός των ορίων των αρμοδιοτήτων της Ένωσης. """
166,"If you want to regularise their status, and to have a proper mandate for them, then put the constitution to the people in the referendum you once promised.","Εάν θέλετε να κανονικοποιήσετε το καθεστώς τους και να τους καθορίσετε μια κατάλληλη εντολή, τότε θα πρέπει να δώσουμε στους πολίτες τη δυνατότητα να ψηφίσουν για το σύνταγμα στο δημοψήφισμα που είχατε υποσχεθεί κάποτε."
167,The Member States are primarily responsible for implementing measures to reduce the youth unemployment rate and long-term unemployment.,"Τα κράτη μέλη είναι πρωταρχικά υπεύθυνα για την εφαρμογή μέτρων για τη μείωση της ανεργίας των νέων και της μακροχρόνιας ανεργίας. """
168,"That is why a pragmatic state of mind must be preserved, and any further expansion must be contemplated in the light of what the European Union as a world actor requires.","Γι' αυτόν τον λόγο, πρέπει να διατηρήσουμε έναν πρακτικό τρόπο σκέψης, και κάθε περαιτέρω διεύρυνση πρέπει να την εξετάσουμε έχοντας υπόψη αυτό που απαιτεί η Ευρωπαϊκή Ένωση ως παγκόσμιος παράγοντας."
169,In the US many of these GM products are by-products from the bioethanol industry and they are significantly cheaper than feeds that can be accessed here in the EU by our poultry and pig producers.,"Στις ""ΠΑ, πολλά από αυτά τα ΓΤ προϊόντα είναι υποπροϊόντα της βιομηχανίας βιοαιθανόλης και είναι σημαντικά φθηνότερα από τις ζωοτροφές που διατίθενται στην ΕΕ για τους εκτροφείς πουλερικών και χοίρων."
170,"Tbilisi is dealing calmly with the situation, and would like to resolve the problems by peaceful means.","Τιφλίδα χειρίζεται με νηφαλιότητα την κατάσταση, και επιθυμεί την επίλυση των προβλημάτων με ειρηνικά μέσα."
171,"A similar attempt is made in Amendment 10, namely to achieve an arrangement, via an exception to the exception, which also does not serve the matter at hand.","Παρόμοια προσπάθεια γίνεται στην τροπολογία αριθ. 10, να επιτύχουμε δηλαδή μια διευθέτηση μέσω εξαίρεσης στην εξαίρεση, πράγμα που επίσης δεν εξυπηρετεί το θέμα που εξετάζουμε."
172,"Encourage European farmers to grow crops that now bring in a high price, such as grain, which is badly needed.","Ενθαρρύνετε τους ευρωπαίους αγρότες να ασχοληθούν με καλλιέργειες που τώρα αποφέρουν υψηλές τιμές, όπως τα σιτηρά, οι οποίες είναι επιτακτικά αναγκαίες."
173,It would be unacceptable for this ambiguity to put at risk the desire for autonomy that was clearly expressed by 95% of the population.,Θα ήταν απαράδεκτο αυτή η ασάφεια να θέσει σε κίνδυνο την επιθυμία για αυτονομία που εξέφρασε ρητά το 95% του πληθυσμού.
174,Maybe the Commissioner understands why the benefit of discussions at this stage was not extended to all the shadow rapporteurs or at least the key shadow rapporteurs who showed interest.,"Ίσως ο Επίτροπος να καταλαβαίνει γιατί δεν παραχωρήθηκε σε όλους τους σκιώδεις εισηγητές ή τουλάχιστον στους κυριότερους από αυτούς, οι οποίοι έδειχναν ενδιαφέρον, το προνόμιο των συζητήσεων σε αυτό το στάδιο."
175,"At the same time it should be emphasised that the amount that has been promised will top up the already existing aid provided by the European Union, which is not a small amount.","Ταυτόχρονα, πρέπει να τονιστεί ότι το ποσό που έχουμε υποσχεθεί θα ξεπεράσει την ήδη υπάρχουσα βοήθεια που παρέχει η Ευρωπαϊκή Ένωση, η οποία δεν είναι χαμηλό ποσό."
176,"Ideally, aid has a positive effect on development and good governance, but aid can also do a lot of harm if it is not distributed properly.","Ιδανικά, η αναπτυξιακή βοήθεια έχει θετικό αντίκτυπο στην ανάπτυξη και στη χρηστή διακυβέρνηση, αλλά μπορεί επίσης να κάνει πολύ καλό αν δεν κατανέμεται σωστά."
177,"(DE) Mr President, a fundamentally positive relationship with the United States does not preclude differences in interests and opinions.","(DE) Κύριε Πρόεδρε, η κατά βάση θετική σχέση με τις ""ΠΑ δεν αποκλείει την ύπαρξη διαφορών ως προς τα συμφέροντα και τις απόψεις μας."
178,"However, it is just as important that we do not go overboard and over-regulate our lives, because in doing so we would not serve quality of life but bureaucracy.","Ωστόσο, είναι εξίσου σημαντικό να μην το παρακάνουμε και να ρυθμίσουμε υπέρμετρα τις ζωές μας, διότι, αν το πράξουμε αυτό, δεν θα παρέχουμε ποιότητα ζωής, αλλά γραφειοκρατία."
179,We must accept that those who endure poverty have a right to live in dignity and participate in social and economic life.,
180,It also notes the importance of regional and local authorities as well as the economic and social partners and relevant NGOs in developing strategies to combat social exclusion.,"Σημειώνει επίσης τη σημασία των περιφερειακών και τοπικών αρχών, καθώς και των οικονομικών και κοινωνικών εταίρων και των σχετικών ΜΚΟ στην ανάπτυξη στρατηγικών για την καταπολέμηση του κοινωνικού αποκλεισμού."
181,"The Irish are not just 10% of the EU, they are 100% of those allowed to vote and they all know, we all know, that others would have voted 'no' given the chance.","Οι Ιρλανδοί δεν αποτελούν απλώς ένα 10% της ΕΕ, αποτελούν το 100% όσων έχουν δικαίωμα ψήφου και όλοι γνωρίζουν, όλοι γνωρίζουμε, ότι και άλλοι θα είχαν ψηφίσει ""όχι"" αν τους είχε δοθεί η ευκαιρία."
182,We need to reinforce the European Union's unified position on strategic issues in relation to states with undemocratic regimes.,"Πρέπει να ενισχύσουμε την ενιαία θέση της Ευρωπαϊκής Ένωσης σε θέματα στρατηγικής σημασίας όσον αφορά κράτη με μη δημοκρατικά καθεστώτα. """
183,"The European Commission is already financing the training of Somali police forces through the UN, and funds are also being contributed to the costs of the AMISOM operation.","Ευρωπαϊκή Επιτροπή χρηματοδοτεί ήδη την κατάρτιση αστυνομικών δυνάμεων μέσω των ""νωμένων Εθνών και πόροι παρέχονται επίσης για την κάλυψη των εξόδων της επιχείρησης AMISOM."
184,"For supporting this measure, Directive 380 of 28 April 2008 was invoked, which provides for the possibility to fingerprint third country citizens.","Για τη στήριξη του μέτρου αυτού, έγινε επίκληση της οδηγίας 380 της 28ης Απριλίου 2008, η οποία προβλέπει τη δυνατότητα δακτυλοσκόπησης πολιτών από τρίτες χώρες."
185,"in writing. - (PT) This report concerns a regulation that aims to lay down rules and procedures for authorising food enzymes, except for those considered to be food additives.","γραπτώς. - (PT) "" έκθεση αυτή αφορά έναν κανονισμό που έχει ως στόχο τη θέσπιση κανόνων και διαδικασιών έγκρισης ενζύμων σε τρόφιμα εκτός από εκείνα που θεωρούνται πρόσθετα. """
186,"Here there is good reason to act, which Parliament among others is now doing, for example by following up the Lamfalussy process to modernise the European supervisory structure.","Έχουμε κάθε λόγο να αναλάβουμε δράση κάτι που κάνει ήδη το Κοινοβούλιο μεταξύ άλλων, για παράδειγμα, ακολουθώντας τη διαδικασία Lamfalussy για τον εκσυγχρονισμό των ευρωπαϊκών εποπτικών δομών."
187,"(RO) Enlargement has proved to be one of the strongest political instruments of the European Union, serving the Union's strategic interests of stability, security and conflict prevention.","(RO) "" διεύρυνση έχει αποδειχθεί ότι υπήρξε ένα από τα ισχυρότερα πολιτικά μέσα της Ευρωπαϊκής Ένωσης, εξυπηρετώντας τα στρατηγικά συμφέροντα της Ένωσης όσον αφορά την σταθερότητα, την ασφάλεια και την αποφυγή συγκρούσεων."
188,"The stakes are high: since the meeting of IPCC experts, we have realised that we are the last generation that can prevent disaster. The last generation!","Διακυβεύονται σημαντικά πράγματα: από τη συνάντηση των εμπειρογνωμόνων της Διακυβερνητικής Ομάδας για την Κλιματική Αλλαγή, αντιληφθήκαμε ότι είμαστε η τελευταία γενιά, που μπορεί να αποτρέψει την καταστροφή. "" τελευταία γενιά!"
189,"Under these circumstances, the solution that has been found is, in my opinion, a solution that we must adopt.","Υπό τις παρούσες συνθήκες, η λύση που έχει βρεθεί πρέπει, κατά τη γνώμη μου, να υιοθετηθεί."
