,en,gr
117,"However, that decision - the MasterCard decision - was based solely on the specific facts of that case.",Tačiau tas sprendimas - sprendimas MasterCard atveju - buvo pagrįstas išimtinai specifiniais tos bylos faktais.
118,"It gives impetus to the partnership by adopting resolutions and recommendations, and it will be the legitimate parliamentary representation of the Union for the Mediterranean.",Priimdama rezoliucijas ir rekomendacijas ji skatina partnerystę ir ji bus teisėtas parlamentinis atstovavimas Viduržemio jūros valstybių sąjungai.
119,"in writing. - (PT) The European Parliament today adopted, at first reading, a report on the exemption of food business operators from the Regulation on the hygiene of foodstuffs.",raštu. - (PT) Šiandien Europos Parlamentas per pirmąjį svarstymą priėmpranešimą dėl maisto verslo operatorių atleidimo nuo reglamento dėl maisto produktų higienos.
120,Another negative aspect is the promotion of incinerators over a certain efficiency from disposal plant to recovery plant.,Dar vienas neigiamas aspektas - atliekų deginimo krosnių didesnis skatinimas už tam tikrą šalinimo ir panaudojimo efektyvumą.
121,"I consider that the margin of progress in this area, as it seems today, is rather in specific research, using qualitative analysis.","Manau, kad pažanga šioje srityje, kaip dabar atrodo, greičiau pasiekta naudojant specialius tyrimus ir taikant kokybinę analizę."
122,"I see this as not only a symbolic event, but also an important step along the road towards European integration.","Manau, kad tai ne tik simbolinis įvykis, bet ir svarbus žingsnis Europos integracijos link."
123,"The majority of amendments on strengthening consumer rights in Ms Morgan's report are welcomed, and go hand in hand with the intention in the report from Ms De Vits.","Pritariame daugeliui E. Morgan pranešime pateiktų dalinių pakeitimų dėl vartotojų teisių stiprinimo, kurie atitinka ir M. De Vits pranešimo koncepciją."
124,"As for the rest, in terms of border surveillance, we have, as you know, the Schengen Information System (SIS), which is already in development.","O dėl kitų klausimų, pvz., sienos sekimo, mes turime, kaip jūs žinote, Šengeno informacijos sistemą (SIS), kuri jau yra vystoma."
125,"If the ratification process continues, it will show that EU leaders have learnt nothing and that politicians still believe they know best and that it is the people who are wrong.","Jeigu tęsis ratifikavimo procesas, bus parodyta, jog ES vadovai nieko nepasimokir kad politikai vis dar tiki, jog jie geriausiai žino, o neteisūs yra būtent žmonės."
126,"However, we must ensure that when it comes to implementation, we genuinely create a level playing field but provide leeway for regional exemptions at the same time.","Tačiau privalome užtikrinti, kad tai įgyvendinant tikrai sudarytume vienodas galimybes ir tuo pačiu metu suteikti laisvę taikyti regionines išimtis."
127,Germany must also show solidarity with Poland and the three Baltic states and convince them that they will not be discriminated against in their energy supplies as a result of the project.,"Taip pat Vokietija privalo, kartu su Lenkija ir trimis Baltijos valstybėmis, parodyti solidarumą ir įtikinti, kad dėl projekto jos nebus diskriminuojamos tiekiant energiją."
128,This would allow time to see if the technology associated with tagging improves and if the cost comes down.,"Tai suteiks laiko, kurio reikia, kad pamatytume, ar pagerėjo žymėjimo technologija ir ar kainos sumažėjo."
129,I am convinced that regimes such as the regime in Burma have to fall sooner or later and the European Union should help it fall.,"Esu įsitikinęs, kad tokie režimai, kaip šis Birmoje, anksčiau ar vėliau turi žlugti, o Europos Sąjunga turi tam padėti."
130,There is a misperception that Northrop Grumman and the EADS North America have somehow lost or that the Boeing award has been reversed.,"Klaidingai įsivaizduojama, kad bendrovės ""Northrop Grumman"" ir ""EADS North America"" neteko konkurso laimėtojo statuso ar kad jis suteiktas bendrovei ""Boeing""."
131,"on behalf of the IND/DEM Group. - (DA) Mr President, all legislative bodies must be subject to scrutiny at all times and must also be prepared, as we are, to carry out self-monitoring.","IND/DEM frakcijos vardu. - (DA) Gerb. pirmininke, visą laiką turi būti vykdoma visų įstatymų leidybos organų kontrolė. Be to, jie (kaip ir mes) taip pat turi būti pasirengę savikontrolei."
132,"Minister and Commissioner, I hope that you will both stick to your guns and that we will work together with Mrs Doyle on the emissions trading scheme.","Ministre ir Komisijos nary, aš tikiuosi, kad jūs nesudėsite ginklų ir kad mes kartu su A. Doyle toliau dirbsime prie prekybos emisijos leidimais schemos."
133,"Mr President, ladies and gentlemen, I should first of all like to congratulate the three rapporteurs most sincerely for their excellent work.","PSE frakcijos vardu. - (DE) Gerb. pirmininke, ponios ir ponai, visų pirma norėčiau pasveikinti tris pranešėjus su puikiai atliktu darbu."
134,"From the end of the 19th century, the railways, together with the postal services, were one of the main responsibilities of the State.",Nuo IXX amžiaus pabaigos geležinkeliai ir pašto paslaugos buvo laikomos viena iš pagrindinių valstybės prievolių.
135,"Obviously price stability is the top priority in the economy, If that continues to be so in the future, that can only be positive.","Akivaizdu, kad kainų stabilumas yra pagrindinis ekonomikos prioritetas, jei taip bus ir ateityje, tai galima vertinti tik teigiamai."
136,"in writing. - (FR) Sovereign wealth funds, these state-owned funds that are invested all over the world, are they a good or a bad thing?","raštu. - (FR) Nepriklausomi turto fondai, šie valstybei priklausantys fondai, į kuriuos investuojama visame pasaulyje, ar jie yra geras, ar blogas dalykas?"
137,All the talk of absorption capacity is mere hypocrisy to pull the wool over the eyes of the uninitiated.,"Visos šnekos apie talpos galimybes yra tik veidmainiavimas, norint apmulkinti to nežinančius."
138,"I believe, therefore, that tomorrow will see a change in the majority view in the European Parliament.","Todėl manau, kad rytoj Europos Parlamente daugumos nuomonpasikeis."
139,The French Presidency will also need political commitment to convince its partners that the Lisbon Treaty will help us decide more effectively and democratically on all of these common issues.,"Be to, Prancūzijai bus reikalingas politinis atsidavimas siekiant įtikinti savo partneres, kad Lisabonos sutartis padės mums daug veiksmingiau ir demokratiškiau priimti sprendimus visais šiais bendrais klausimais."
140,"One might wonder why we are addressing mass graves, as this will not bring the dead back to life and may worsen the climate between the two countries.","Kas nors gali nusistebėti, kodėl mes atkreipiame dėmesį į masines kapavietes, nes tai nesugrąžins mirusių į gyvenimą ir gali pabloginti atmosferą tarp dviejų šalių."
141,"When we decided on the VIS, we allowed for this three-year period when the search could be done using just the visa sticker, without the fingerprints in the VIS.","Kai priėmėme sprendimą dėl VIS, mes numatėme šį trejų metų periodą, kai paiešką vizų informacinėje sistemoje galima atlikti naudojant vien vizos lipduką, be pirštų atspaudų."
142,"First of all, all decisions should be based upon compliance with Georgia's territorial integrity and the international law.","Pirma, visi sprendimai turi būti priimami vadovaujantis Gruzijos teritorinio vientisumo neliečiamumo principu ir tarptautine teise."
143,"However, in order to construct a healthy, effective social policy and eradicate poverty, we need growth and stability.","Tačiau siekiant sukurti palankią, veiksmingą socialinę politiką ir panaikinti skurdą, mums reikalingas augimas ir stabilumas."
144,"Moreover, the Council has reduced payment appropriations (by EUR 471 million) by making cuts on several targeted lines so as to take into account how the appropriations were utilised.","Dar daugiau, Taryba sumažino asignacijas (471 mln. eurų) mažindama finansavimą kai kurioms tikslinėms linijoms taip norėdama pažiūrėti, kaip asignacijos buvo panaudotos."
145,"If Mr Burke allows me, I will proceed in the same way concerning Ethiopia, to check whether the rules on aid have been observed in relation to the application of VAT.","Jei C. Burke sutinka, tą patį padarysiu Etiopijos klausimu, kad būtų patikrinta, ar buvo laikomasi paramos teikimo taisyklių pritaikant PVM."
146,Once the GHS has been passed - unfortunately not until 2010 for substances and as late as 2015 for mixtures - all chemicals will be easy to identify.,"Kai tik GHS bus patvirtinta, - deja, ne anksčiau kaip 2010 m. cheminių medžiagų atžvilgiu ir iki 2015 m. mišinių atžvilgiu, - visas chemines medžiagas bus lengva identifikuoti."
147,"Advertising, in view of its specific national characteristics, is a suitable area for self-regulation, far more sensitively reflecting national cultural traditions, customs and models.","Reklama, atsižvelgdama į specifines nacionalines savo šalies ypatybes, gali pati save reguliuoti, nes ji tiksliau atspindi nacionalines kultūros tradicijas, papročius ir sektinus pavyzdžius."
148,"This shows that the Commission is right in addressing the issue, which is linked to consumer confidence with a range of information measures.","Tai rodo, kad Komisija yra teisi keldama su vartotojų pasitikėjimu įvairiomis informavimo priemonėmis susijusį klausimą."
149,"In short, it is important to bring this mid-term review to a successful conclusion so as to ensure that the actions taken are as effective as possible.","Trumpai tariant, svarbu sėkmingai įgyvendinti šią laikotarpio vidurio ataskaitą, taip užtikrinant veiksmų efektyvumą."
150,"I heard a people who, having previously been so happy to have a civilian government, were once again pleased that the military had come back to 'readjust democracy', as they put it.","Išgirdau, kad žmonės, kurie anksčiau buvo tokie laimingi turėdami pilietinę valdžią, džiaugėsi, kad kariuomensugrįžo ""pataisyti demokratiją""."
151,Developments on the US mortgage market have had major consequences for the entire global market over the last year.,Įvykiai JAV paskolų rinkoje per praėjusius metus sukėlreikšmingus padarinius visai pasaulio rinkai.
152,"She is one of the founding mothers of the lifelong learning programmes, which are very popular programmes for student mobility.","Ji yra viena iš mokymosi visą gyvenimą programų kūrėjų, kurios labai populiarios studentų judumui programos."
153,"I understand Dame Sarah's sensitivity on this issue since her party, the Liberal Democrats, have obviously backed the wrong horse and she fears - quite rightly - the electoral consequences in 2009.","Suprantu Sarah Ludford jautrumą šiuo klausimu, nes jos Liberalų demokratų partija akivaizdžiai parėmnetinkamą pusę ir ji visai pagrįstai bijo, kad 2009 m. rinkėjai padarys atitinkamas išvadas."
154,"The Commission wants the whole package to be adopted, and we will work and persist in attempts to reach an agreement.","Komisija nori, kad būtų patvirtintas visas paketas ir mes dirbsime ir bandysime pasiekti, kad būtų pasiektas susitarimas."
155,"The converter, which is in the process of being developed, will also enable secure data transfer from SIS I to SIS II.","Keitiklis, su kuriuo susiję plėtojimo darbai dabar vykdomi, leis saugiai perduoti duomenis iš SIS I į SIS II sistemą."
156,"On our resolution, whilst it makes clear the values that Europe and India hold dear on commitment to democracy, pluralism, the rule of law and multilateralism, it is key that we are natural partners.","Kalbant apie mūsų rezoliuciją, nors joje išaiškinamos vertybės, kurias Europa ir Indija laiko svarbiomis įgyvendinti, - demokratiją, pliuralizmą, teisinę valstybę ir daugiašališkumą, - svarbiausia, kad esame tikri partneriai."
157,"At the time, the European Parliament had adopted a relevant report by Mr Katiforis - I was the shadow rapporteur - on the issue of credit rating agencies.","Tuo metu Europos Parlamentas patvirtino atitinkamą G. Katiforio pranešimą dėl kreditų reitingo agentūrų, kurį rengiant buvau pagalbiniu pranešėju."
158,"(SK) Madam President, today we are looking for ways forward in the field of alternative sources of energy.","Gerb. pirmininke, šiandien mes ieškome pažangių būdų alternatyvių energijos šaltinių srityje."
159,Jean Lambert asked whether the proposal for a directive was compatible with the regulation on social security coordination.,"Jean Lambert paklausė, ar pasiūlymas dėl direktyvos buvo suderinamas su reglamentu dėl socialinės apsaugos koordinavimo."
160,"The European Commission, under the decisive impetus of its President, is helping us in this very specific case.",Primygtinai savo Pirmininko raginama Europos Komisija padeda mums šiuo labai specifiniu klausimu.
161,The importance of impact analyses is no less as a result of the financial crisis; on the contrary they are even more vital now.,"Dėl to finansų krizės poveikio vertinimo svarba ne sumažėja, o atvirkščiai, padidėja."
162,"You also mentioned this, Commissioner, with the request for an 'everything but arms' style initiative, with a safeguard clause for sensitive products.","Jūs, ponia Komisijos nare, apie tai taip pat minėjote kalbėdama apie iniciatyvą ""viskas, išskyrus ginklus"" ir svarbių produktų apsaugą."
163,"(PL) Mr President, symbols such as a flag, an anthem, a common currency and holidays are intrinsic features of statehood.","(PL) Gerb. pirmininke, simboliai - vėliava, himnas, bendra valiuta ir šventės - būdingi valstybingumo ženklai."
164,"In the meantime the EU must continue to negotiate its region-to-region FTAs with the Republic of Korea, the countries of ASEAN and India.","Šiuo metu ES turi ir toliau siekti sudaryti regioninius LPS su Korėjos respublika, ASEAN ir Indijos valstybėmis."
165,These persons are prepared to accept any kind of job offer at home or abroad because of the high unemployment rates.,Tokie žmonės dėl aukšto nedarbo lygio yra pasiryžę priimti bet kokį darbo pasiūlymą namų valstybėje arba užsienyje.
166,"Fewer girls come in contact with porn sites than they once did, and they take a dim view of porn on the Net.","Dabar mažiau mergaičių susiduria su pornografiniais tinklalapiais nei anksčiau, jos neigiamai žiūri į pornografiją internete."
167,"Some people are sounding the alarm bell about social dumping, an unlimited invasion by workers of new Member States.",Kai kurie žmonės skambina pavojaus varpais dėl socialinio dempingo ir neriboto naujųjų valstybių narių darbuotojų antplūdžio.
168,"We have voted on the climate change package in the two main committees and, with a large majority, have decided on a line that supports the Commission's proposal.","Dviejuose atsakinguose komitetuose balsavome dėl klimato kaitos paketo ir didžiąja balsų dauguma priėmėme sprendimą dėl pozicijos, kuri remia Komisijos pasiūlymą."
169,"We must also consider the risk of the 'dash to court', which rewards the spouse who attempts to get in first and seize the jurisdiction whose law best serves his or her interests.","Mes taip pat turime įvertinti riziką dėl ""veržimosi į teismą"", kuris apsimoka sutuoktiniui, kuris mėgina patekti pirmas ir pasinaudoti jurisdikcija, kurios teisgeriausiai pasitarnauja jo interesams."
170,"Does that not need to be looked at, and do you not also need to look at the foolish hoops which agricultural producers in particular have to jump through in order to try and access this funding?","Ar nederėtų persvarstyti šias nuostatas ir nepagrįstus reikalavimus, kuriuos turi atitikti, pavyzdžiui, žemės ūkio gamintojai, kad galėtų pasinaudoti šio fondo lėšomis?"
171,We need an assessment of the principle of proportionality and the full involvement of the European Parliament.,Reikalingas proporcingumo principo vertinimas ir visapusiškas Europos Parlamento dalyvavimas.
172,There is no doubt that there are at present huge differences in working conditions and payment for temporary workers.,"Nėra abejonių, kad šiuo metu laikinųjų darbuotojų darbo sąlygos ir apmokėjimas labai skiriasi."
173,and the Council and Commission Statements - EC-Bosnia and Herzegovina Stabilisation and Association Agreement.,ir Tarybos bei Komisijos pareiškimus - Europos Bendrijų ir Bosnijos ir Hercegovinos stabilizacijos ir asociacijos susitarimas.
174,"It is to be hoped that Ukraine will not be the next state, after Georgia, upon which Russia will be able to inflict brutal aggression.","Tikėkimės, kad Ukraina nebus kita valstybpo Gruzijos, prieš kurią Rusija galės panaudoti brutalią agresiją."
175,I am happy with the adoption at first reading of the provision of the Directive changing airport capacity from 1 million to 5 million passengers per year.,"Džiaugiuosi, kad per pirmąjį svarstymą buvo priimta nuostata, kuria oro uosto pajėgumas pakeičiamas nuo 1 mln. iki 5 mln. keleivių per metus."
176,"Mr President, let me congratulate Mr Lundgren on his remarks and also challenge Mr Ryan of the UEN Group, who tells us that the stability provided by the euro has been an enormous boon to Ireland.","Gerb. pirmininke, leiskite man pasveikinti N. Lundgreną už jo pastabas ir ryžtą mesti iššūkį E. Ryanui iš UEN frakcijos, mums teigiančios, kad euro suteiktas stabilumas buvo labai naudingas Airijai."
177,"I think this is one of the core issues that holds Europe together, and it is also a question of solidarity.","Manau, kad tai yra vienas iš esminių klausimų, palaikančių Europos vienybę."
178,Let us keep our common agricultural policy with the flexibility that we have included in our different choices within the rural development policy.,"Vykdykime bendrąją žemės ūkio politiką pasitelkdami lankstumo principą, kuris taikomas kaimo plėtros politikoje, kad turėtume įvairių pasirinkimo galimybių."
179,The strategic importance of coal must not prevent us from finding a way to use this precious resource in a manner that does not have an impact on climate.,"Strateginanglies svarba negali sutrukdyti mums rasti būdą, kaip šiuos brangius išteklius panaudoti taip, kad tai neatsilieptų klimatui."
180,Eastern Europe's fragility in the face of the financial crisis is a matter of concern for EU policy-makers.,"Rytų Europos silpnumas, jai susidūrus su finansų krize, -ES politinius sprendimus priimantiems asmenims susirūpinimą keliantis klausimas."
181,"The motor industry is a key industry, if not the key industry, for Europe and it consists of more than the manufacture of cars.","Automobilių sektorius yra vienas svarbiausių, bene pats svarbiausias, Europai. Tai žymiai daugiau nei vien automobilių gamyba."
182,"This directive provides a minimum, general selection of rights to third-country workers in relation to work.",Direktyvoje dėl darbininkų iš trečiųjų šalių darbo pateikiamas bendras minimalių teisių rinkinys.
183,Who is going to make the positive comments and claim the good things for us so that people know the benefits of being in the European Union and the euro?,"Kas kalbės teigiamai ir pabrėš gerus dalykus, kad žmonės žinotų buvimo Europos Sąjungoje ir euro privalumus?"
184,I do think we need to see a greater complementarity of actions already on-going to alleviate that situation.,"A planas, Europos bendroji žemės ūkio politika, Europos bitėms nepadėjo. Manau, kad padėtį gali pagerinti geresnis jau vykdomų veiksmų derinimas."
185,"on behalf of the IND/DEM Group. - (NL) Madam President, in recent years, we in the European Parliament have approved a great deal of environmental legislation.","IND/DEM frakcijos vardu. - (NL) Ponia pirmininke, per pastaruosius kelerius metus Europos Parlamente patvirtinome daugybę teisės aktų aplinkos apsaugos srityje."
186,The next items are the statements by the Council and the Commission on the preparations for the European Council on 11 and 12 December 2008.,Kiti klausimai - Tarybos ir Komisijos pranešimai dėl pasirengimo 2008 m. gruodžio 11-12 d. Europos Vadovų Tarybos susitikimui.
187,"in writing. - (PL) In announcing its crisis action plan, the European Commission responded to the real need for Community action to stabilise and revive the economy.","raštu. - (PL) Paskelbdama krizės veiksmų planą, Europos Komisija reagavo į Bendrijos veiksmų poreikį stabilizuoti ir gaivinti ekonomiką."
188,"This year 100 million people were driven into poverty as a result of the food and fuel crisis, and that number continues to grow.","Šiais metais 100 mln. žmonių patyrskurdą dėl maisto ir kuro krizės, o tas skaičius ir toliau didėja."
189,The problem will not be solved either by imposing restrictions on countries with significant carbon emission levels.,"Taip pat problema nebus išspręsta ir įdiegus apribojimus valstybėms, kuriose anglies išmetimo lygis aukštas."
190,"in writing. - (SV) We have chosen to vote in favour of the report, as it deals with several very important issues relating to the situation of women in the Balkans.","raštu. - (SV) Mes nusprendėme balsuoti už pranešimą, nes jame nagrinėjamos kelios labai svarbios problemos, susijusios su moterų padėtimi Balkanuose."
191,"I would suggest that at the demonstration to be held in front of Parliament on Wednesday, the day we vote, they sit down for a chat with a few workers.","Aš pasiūlyčiau jiems trečiadienį, tądien, kai balsuosime, prieš Parlamento pastatą vyksiančioje demonstracijoje atsisėsti ir pakalbėti su keliais darbuotojais."
192,"The elimination of weaker and poorer undertakings will obviously benefit large corporations, and these are mainly German.","Akivaizdu, kad silpnesnių ir sunkiau besiverčiančių įmonių pašalinimas bus naudingas didelėms korporacijoms, ypač Vokietijoje."
193,"Your Presidency has demonstrated that the project for a European policy, and a political Europe, can exist.","Jūsų pirmininkavimas parodė, kad Europos politikos projektas ir politinEuropa gali gyvuoti."
194,"With the exception of only one country, all countries understood that they could achieve this target, and for this they have two additional instruments.","Išskyrus vieną šalį, visos šalys suprato, kad jos galėtų pasiekti šį tikslą, o tam jos turi dvi papildomas priemones."
195,"The transfer of responsibility following the closure of storage sites has now been set at 20 years, which is also very positive.","Dabar nustatyta, kad atsakomybuž saugyklas perduodama praėjus dvidešimčiai metų nuo jų uždarymo, ir tai taip pat labai teigiamas sprendimas."
196,I would like to conclude by thanking Mrs Kauppi for all her hard work in the European Parliament and I wish her every success in her new venture.,Norėčiau užbaigti padėkodamas P.-N. Kauppi už visą jos sunkų darbą Europos Parlamente ir palinkėti visokeriopos sėkmės naujoje jos veikloje.
197,"For all these reasons, I would like to respect the desire that Hu Jia has expressed on many occasions.","Todėl norėčiau atsižvelgti į troškimą, kurį Hu Jia ne kartą išreiškė."
198,"However, the EU countries are democratic states governed by law and they support the European Convention's declaration on human rights.","Kita vertus, ES šalys yra demokratinės, įstatymo viršenybę pripažįstančios valstybės, remiančios Europos konvencijoje įtvirtintą žmogaus teisių deklaraciją."
199,"Firstly, I should like to pay tribute to what Mrs Roure said in opening our debate, in saying that, indeed, the Charter of Fundamental Rights has been able to unite social rights and civil rights.","Pirma, norėčiau parodyti pagarbą tam, ką pasakM. Roure pradėdama mūsų diskusiją, ir pareikšti, kad iš tikrųjų Pagrindinių teisių chartijai pavyko suvienyti socialines ir pilietines teises."
200,"Parliament is aware of the increasing need for funding and has, for the third year running, petitioned for an increase in the budget for the FRONTEX agency.",Parlamentas žino apie didėjantį finansavimo poreikį ir jau trečius metus ragina padidinti agentūros FRONTEX biudžetą.
201,"The warnings about toys involved mainly the risk of injury to children or the danger of provoking various allergies and health problems, particularly for allergy sufferers.","Įspėjimai dėl žaislų dažniausiai būdavo susiję su grėsme, kad vaikai gali susižeisti, arba įvairių alerginių reakcijų ir sveikatos problemų, su kuriomis pirmiausia gali susidurti kenčiantys nuo alergijos vaikai, pavojumi."
202,"It is not driven by Israeli security needs; in fact, it is a cynical and clinical attack not on Hamas, but on the Palestinian population.","Jo varomoji jėga - ne Izraelio saugumo poreikiai. Iš tiesų tai ciniška ir šaltakraujataka ne organizacijos ""Hamas"", o Palestinos gyventojų atžvilgiu."
203,"You cannot today deny us this action plan and explain to us that you are implementing it on the quiet, without Parliament's deliberations, without Parliament's control, without any visibility.","Šiandien negalite atsisakyti šio veiksmų plano ir aiškinti mums, kad jį įgyvendinate slaptai, be konsultacijų su Parlamentu, be Parlamento kontrolės ir nematomai."
204,"The spread of their public debt securities would be much greater than currently, and their margins for combating the crisis through fiscal stimuli would be narrower.","Jų valstybės skolos vertybinių popierių siūlomos ir prašomos kainos skirtumas būtų gerokai didesnis negu dabar. Pasipriešinimo krizei, taikant finansines skatinimo priemones, galimybės būtų gerokai siauresnės."
205,"Irregularities were confirmed on as many as 43.6% of the websites reviewed, which only confirms the necessity of greater monitoring in relation to the enforcement of existing provisions.","43,6 proc. patikrintų interneto svetainių atveju nustatyta taisyklių pažeidimų; tai tik patvirtina šiuo metu galiojančių teisės aktų vykdymo didesnės stebėsenos būtinumą."
206,"That may also contribute to strengthening research and development, not just within these industries, but also in a section of European industry that feeds off their development.","Tai taip pat galėtų padėti stiprinti mokslinius tyrimus ir plėtrą ne tik gynybos pramonės sektoriuje, bet ir kituose Europos pramonės sektoriuose, kurie prisideda prie gynybos pramonės plėtros."
207,"One of these substances is dichloromethane (DCM), which is generally used for manufacturing pharmaceuticals, solvents and other products.","Viena iš tokių medžiagų yra dichlorometanas, kuris plačiai naudojamas gaminant vaistus, tirpiklius ir kitus produktus."
208,"This report is something else entirely, and does not, in fact, refer to the title and mandate given to it.",Šis pranešimas parengtas visiškai kitu klausimu ir neturi nieko bendro su jam suteiktu pavadinimu ir įgaliojimu.
209,"Yes, Mr Obama is going to talk to Iran and we must talk to everyone, including Hamas, in the Middle East.","B. Obama derėsis su Iranu, ir mes turime vesti derybas su visais Artimuosiuose Rytuose, įskaitant ""Hamas""."
210,"This energy supply crisis, the most serious to date, may be the final wake-up call for Member States, and we must take steps to reduce our energy dependency.","Ši energijos tiekimo krizė, pati rimčiausia iš visų iki šiol įvykusių, gali būti baigiamuoju valstybių narių raginimu, ir privalome imtis veiksmų mūsų energijos priklausomybei mažinti."
211,"It will itself have to meet the conditions and overcome its internal challenges by its own means, but we can help.","Ji pati turės įvykdyti sąlygas ir įveikti vidinius sunkumus savo priemonėmis, tačiau galime jai padėti."
212,"It is the result of Israel's aggressive policy, supported by the USA and the EU, of illegal settlements and its refusal to return to the 1967 borders.",Tai Izraelio agresyvios JAV ir ES remiamos neteisėtų gyvenviečių kūrimo ir atsisakymo grįžti prie 1967 m. sienų politikos rezultatas.
213,"This is happening in the area of services, financial services and the trade in services, in particular.","Protekcionizmas ypač ryškus sprendžiant klausimus, susijusius su paslaugų, finansinių paslaugų ir prekybos paslaugomis sritimis."
214,"If we had not received an emergency transfer of gas from Germany through the Czech Republic to Slovakia, households would also have been at risk.","Jei iš Vokietijos per Čekiją į Slovakiją nebūtume sulaukę blogiausiam atvejui skirto dujų perdavimo, mūsų namų ūkiai taip pat būtų atsidūrę pavojuje."
215,"Furthermore, and especially, we will organise prevention by managing offenders on the basis of an individual diagnosis and a risk assessment for each offender.","Be to, kas ypač svarbu, prevenciją organizuosime ir nusikaltėlius valdysime remdamiesi atskira kiekvieno nusikaltėlio diagnoze ir kiekvieno nusikaltėlio rizikos vertinimu."
216,"Forests currently cover 33% of the land area of the countries of the European Economic Area, corresponding to 185 million hectares.","Šiuo metu miškai sudaro 33 proc. Europos ekonominės erdvės valstybių ploto, o tai sudaro 185 mln. hektarų."
217,"Let us all demonstrate solidarity and act on behalf of European Union citizens who are ill-treated, detained, kidnapped, or held in camps.","Parodykime solidarumą ir veikime Europos Sąjungos piliečių, su kuriais žiauriai elgiamasi, kurie sulaikomi, grobiami ar laikomi stovyklose, labui."
218,"(RO) Minorities of any kind must be supported, not only in terms of preserving a unique identity, their values, traditions and language, but also for developing their culture.","(RO) Bet kokios mažumos turi būti remiamos, ne tik unikalios tapatybės, vertybių, tradicijų ir kalbos išsaugojimo, bet ir kultūros plėtros prasme."
219,"Building on the solid scientific advice at our disposal, and insisting that negotiations must be guided by science, remains vital.","Svarbiausi reikalavimai - rėmimasis patikimais moksliniais patarimais ir reikalavimas, kad derybose būtų vadovaujamasi mokslu."
220,"on behalf of the ALDE Group. - (DA) Madam President, first of all I would like to express my deep satisfaction with this motion for a resolution and to thank Mr Lagendijk for his sterling work.","ALDE frakcijos vardu. - (DA) Gerb pirmininke, pirmiausia norėčiau nuoširdžiai pritarti šiam pasiūlymui dėl rezoliucijos ir padėkoti Joostui Lagendijkui už gerą darbą."
221,"President-in-Office of the Council. - In response to Mr Medina Ortega's question, which relates to the WTO, I think it is an important issue.","einantis Tarybos Pirmininko pareigas. - Atsakydamas į Manuelio Medina Ortega klausimą, susijusį su PPO, manau, kad tai svarbi tema."
222,"As a further recommendation, I would also like to mention that the report was adopted unanimously by the members of the Committee on Agriculture and Rural Development.","Kaip dar vieną rekomendaciją norėčiau paminėti, kad Žemės ūkio ir kaimo plėtros komitete pranešimas buvo patvirtintas vienbalsiai."
223,The terrible events in Gaza should also force us to take a more strategic and long-term look at Gaza.,Siaubingi įvykiai Gazoje turėtų paskatinti imtis strategiškesnių ir ilgalaikių priemonių Gazoje.
224,We must capitalise on the current climate in relations with the US to open up a new chapter in this area to boost our power at a global level.,"Turime pasinaudoti dabartiniu santykių su JAV atšilimu, kad atvertume naują skyrių šioje srityje ir padidintume savo įtaką pasauliniame lygmenyje."
225,"That is why we have been looking for a modest instrument with which the EU can implement policy in developing countries that does not, strictly speaking, fall within the scope of fighting poverty.","Štai kodėl ieškojome paprastos priemonės, dėl kurios ES galėtų įgyvendinti politiką besivystančiose šalyse, kurios, kalbant iš esmės, nepatenka į kovos su skurdu kategoriją."
226,"However, common frameworks should apply, guaranteeing that the law is both transparent and free from ambiguity, and that the market operates cohesively and smoothly.","Tačiau būtina nustatyti bendrą pagrindą, garantuojantį, kad įstatymas būtų skaidrus ir nedviprasmiškas, ir kad rinka galėtų veikti darniai ir sklandžiai."
227,We have long expressed our opposition to the Treaty and do not believe that it would be in the interests of the UK and the EU to have the new foreign policy tools provided for in the Treaty.,"Mes jau seniai reiškiame nepritarimą šiai sutarčiai, ir nemanoma, kad Sutartyje numatyti naujieji užsienio politikos įrankiai atitiktų JK ir ES interesus."
228,"Secondly, these kinds of transfers should, conversely, contribute to protecting the existing rights of shareholders, creditors, and especially the rights of employees.","Antra, apibrėžiant šiuos perkėlimo būdus turi būti be išlygų užtikrinta akcininkų, kreditorių ir ypač darbuotojų galiojančių teisių apsauga."
229,We have been seeing a steep rise in demand caused by economic and population growth and also by the desire for individual mobility.,Mums teko stebėti labai padidėjusią paklausą dėl ekonominio ir gyventojų augimo bei asmenų judumo. Pastaraisiais mėnesiai ir metais tai mus veikįvairiais būdais.
230,"Ladies and gentlemen, Europe, as the ancestral home of culture, cannot continue to do nothing in the face of these problems that make it suffer.","Ponios ir ponai, Europa kaip protėvių kultūros namai, negali toliau nespręsti šių kankinančių ją problemų."
231,"I therefore rejected the first part of the paragraph, and because the plenary voted overall in favour of that paragraph, I voted against this report in the final vote.","Todėl atmečiau pirmąją tos pranešimo dalies dalį ir, kadangi per plenarinį posėdį buvo balsuota už visą pranešimo dalį, per galutinį balsavimą balsavau prieš šį pranešimą."
232,Investments in infrastructure development should be based on the designated environmental protection priorities which take into account the EU climate change targets.,"Investicijos į infrastruktūros plėtojimą turėtų būti grindžiamos tiksliniais prioritetais aplinkos apsaugos srityje, nustatomais atsižvelgiant į ES tikslus dėl klimato kaitos."
233,"For all these years, the Member States in question have allowed their vessels to multiply to scandalous levels, while the European Commission has stood by passively.","Visus šiuo metus minėtos valstybės narės leido savo laivynams didėti iki skandalingo dydžio, o Europos Komisija pasyviai laukė."
